pass,frame,timestamp_s,latency_s,label,x0,y0,x1,y1,cx,cy
0,0,0.0,29.331,quadcopter,44.5,394.3,506.0,710.7,275.3,552.5
0,0,0.0,29.331,quadcopter,154.8,423.8,261.6,518.5,208.2,471.1
0,0,0.0,29.331,quadcopter,393.2,394.3,506.0,483.7,449.6,439.0
0,0,0.0,29.331,quadcopter,213.5,461.3,314.7,517.6,264.1,489.5
0,0,0.0,29.331,quadcopter,213.5,516.7,336.0,590.9,274.8,553.8
0,0,0.0,29.331,quadcopter,213.5,418.4,506.0,482.8,359.8,450.6
1,25,1.005,27.54,quadcopter,44.5,393.4,506.0,710.7,275.3,552.0
1,25,1.005,27.54,quadcopter,153.8,422.9,260.6,519.4,207.2,471.1
1,25,1.005,27.54,quadcopter,419.0,393.4,506.0,482.8,462.5,438.1
1,25,1.005,27.54,quadcopter,0.0,0.0,506.0,894.0,253.0,447.0
2,50,2.01,34.074,quadcopter,44.5,393.4,506.0,710.7,275.3,552.0
2,50,2.01,34.074,quadcopter,154.8,423.8,260.6,519.4,207.7,471.6
2,50,2.01,34.074,quadcopter,419.0,393.4,506.0,482.8,462.5,438.1
2,50,2.01,34.074,quadcopter,0.0,362.1,125.5,481.0,62.7,421.5
2,50,2.01,34.074,quadcopter,0.0,441.6,506.0,894.0,253.0,667.8
3,75,3.015,20.329,quadcopter,44.5,394.3,506.0,710.7,275.3,552.5
3,75,3.015,20.329,quadcopter,153.8,423.8,260.6,519.4,207.2,471.6
3,75,3.015,20.329,quadcopter,420.0,394.3,506.0,482.8,463.0,438.5
3,75,3.015,20.329,quadcopter,486.3,418.4,506.0,433.6,496.1,426.0
3,75,3.015,20.329,quadcopter,0.0,439.8,506.0,894.0,253.0,666.9
3,75,3.015,20.329,quadcopter,0.0,468.5,506.0,894.0,253.0,681.2
4,100,4.02,26.939,quadcopter,44.5,394.3,506.0,710.7,275.3,552.5
4,100,4.02,26.939,quadcopter,153.8,423.8,260.6,519.4,207.2,471.6
4,100,4.02,26.939,quadcopter,420.0,394.3,506.0,483.7,463.0,439.0
4,100,4.02,26.939,quadcopter,486.8,417.5,506.0,431.8,496.4,424.6
4,100,4.02,26.939,quadcopter,0.0,17.9,506.0,894.0,253.0,455.9
5,125,5.025,20.471,quadcopter,0.0,404.1,506.0,767.9,253.0,586.0
5,125,5.025,20.471,quadcopter,143.2,430.9,251.5,531.0,197.3,481.0
5,125,5.025,20.471,quadcopter,409.4,404.1,506.0,451.5,457.7,427.8
5,125,5.025,20.471,quadcopter,447.8,468.5,506.0,494.4,476.9,481.4
5,125,5.025,20.471,quadcopter,447.8,428.2,506.0,492.6,476.9,460.4
6,150,6.03,30.615,quadcopter,0.0,406.8,506.0,842.1,253.0,624.5
6,150,6.03,30.615,quadcopter,0.0,575.7,506.0,894.0,253.0,734.9
7,175,7.036,17.801,quadcopter,137.6,452.4,506.0,597.2,321.8,524.8
7,175,7.036,17.801,quadcopter,279.8,452.4,506.0,526.6,392.9,489.5
7,175,7.036,17.801,quadcopter,279.8,487.2,506.0,526.6,392.9,506.9
8,200,8.041,9.933,quadcopter,113.3,460.4,506.0,584.7,309.7,522.5
8,200,8.041,9.933,quadcopter,280.3,460.4,506.0,543.6,393.2,502.0
8,200,8.041,9.933,quadcopter,280.3,460.4,506.0,516.7,393.2,488.6
9,225,9.046,30.016,quadcopter,184.2,452.4,506.0,570.4,345.1,511.4
9,225,9.046,30.016,quadcopter,233.8,590.0,265.1,642.8,249.5,616.4
9,225,9.046,30.016,quadcopter,233.8,591.8,506.0,894.0,369.9,742.9
9,225,9.046,30.016,quadcopter,233.8,621.3,506.0,894.0,369.9,757.7
10,250,10.051,22.47,quadcopter,210.5,428.2,487.8,557.0,349.1,492.6
10,250,10.051,22.47,quadcopter,223.7,457.7,302.6,499.7,263.1,478.7
10,250,10.051,22.47,quadcopter,406.8,437.2,424.5,485.4,415.7,461.3
10,250,10.051,22.47,quadcopter,456.9,493.5,486.3,533.7,471.6,513.6
10,250,10.051,22.47,quadcopter,456.9,494.4,484.7,535.5,470.8,514.9
