pass,frame,timestamp_s,latency_s,label,x0,y0,x1,y1,cx,cy
0,0,0.0,22.038,quadcopter,154.7,399.0,504.5,557.0,329.6,478.0
1,25,1.005,17.618,quadcopter,154.7,399.0,505.0,557.0,329.8,478.0
2,50,2.01,16.964,quadcopter,154.7,399.0,505.0,557.0,329.8,478.0
3,75,3.015,16.439,quadcopter,154.7,399.0,505.0,557.0,329.8,478.0
4,100,4.02,17.104,quadcopter,154.7,399.0,505.0,557.0,329.8,478.0
5,125,5.025,16.879,quadcopter,0.0,402.5,504.5,830.3,252.3,616.4
6,150,6.03,15.527,quadcopter,0.0,408.6,504.5,850.3,252.3,629.5
7,175,7.036,12.131,quadcopter,148.7,449.6,504.5,592.8,326.6,521.2
8,200,8.041,7.68,quadcopter,138.9,463.6,504.5,583.2,321.7,523.4
9,225,9.046,12.64,quadcopter,178.4,457.5,504.5,564.0,341.5,510.7
10,250,10.051,13.765,quadcopter,201.1,425.2,488.7,557.0,344.9,491.1
11,275,11.056,14.461,quadcopter,191.7,457.5,477.8,522.1,334.8,489.8
12,300,12.061,13.776,quadcopter,248.6,431.3,504.5,499.4,376.5,465.3
13,325,13.066,14.469,quadcopter,245.6,232.2,472.9,350.1,359.2,291.2
14,350,14.071,14.109,quadcopter,237.2,211.3,445.2,327.4,341.2,269.3
15,375,15.076,14.012,quadcopter,217.9,287.2,351.8,363.2,284.9,325.2
16,400,16.081,13.257,quadcopter,224.8,378.0,294.0,416.4,259.4,397.2
17,425,17.086,14.525,quadcopter,235.7,416.4,280.2,435.7,257.9,426.0
18,450,18.091,13.419,quadcopter,240.6,423.4,275.7,440.0,258.2,431.7
19,475,19.096,14.996,quadcopter,167.0,525.6,367.1,742.1,267.1,633.8
20,500,20.102,14.457,quadcopter,0.0,408.6,504.5,820.7,252.3,614.6
21,525,21.107,13.177,quadcopter,0.0,408.6,504.5,828.5,252.3,618.6
22,550,22.112,14.44,quadcopter,0.0,413.0,504.5,820.7,252.3,616.8
23,575,23.117,13.666,quadcopter,0.0,295.1,386.4,601.5,193.2,448.3
24,600,24.122,3.612,,,,,,,
25,625,25.127,13.787,quadcopter,0.0,402.5,505.5,808.4,252.8,605.5
26,650,26.132,3.064,,,,,,,
27,675,27.137,3.001,,,,,,,
28,700,28.142,12.997,quadcopter,253.5,457.5,505.5,777.9,379.5,617.7
29,725,29.147,13.559,quadcopter,17.3,411.2,504.5,820.7,260.9,615.9
30,750,30.152,13.417,quadcopter,0.0,411.2,504.5,820.7,252.3,615.9
31,775,31.157,14.009,quadcopter,0.0,408.6,504.5,820.7,252.3,614.6
32,800,32.162,13.571,quadcopter,0.0,410.3,504.5,820.7,252.3,615.5
33,825,33.168,13.785,quadcopter,0.0,408.6,504.5,820.7,252.3,614.6
